run_accession	fastq_ftp	lane	sample	condition
ERR458698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458698/ERR458698.fastq.gz	3	SA-PE-057	mu
ERR458699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458699/ERR458699.fastq.gz	4	SA-PE-057	mu
ERR458700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458700/ERR458700.fastq.gz	5	SA-PE-057	mu
ERR458701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458701/ERR458701.fastq.gz	6	SA-PE-057	mu
ERR458702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458702/ERR458702.fastq.gz	7	SA-PE-057	mu
ERR458703	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458703/ERR458703.fastq.gz	1	SA-PE-016	mu
ERR458704	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458704/ERR458704.fastq.gz	2	SA-PE-016	mu
ERR458705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458705/ERR458705.fastq.gz	3	SA-PE-016	mu
ERR458706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458706/ERR458706.fastq.gz	4	SA-PE-016	mu
ERR458707	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458707/ERR458707.fastq.gz	5	SA-PE-016	mu
ERR458708	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458708/ERR458708.fastq.gz	6	SA-PE-016	mu
ERR458709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458709/ERR458709.fastq.gz	7	SA-PE-016	mu
ERR458710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458710/ERR458710.fastq.gz	1	SA-PE-077	mu
ERR458711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458711/ERR458711.fastq.gz	2	SA-PE-077	mu
ERR458712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458712/ERR458712.fastq.gz	3	SA-PE-077	mu
ERR458713	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458713/ERR458713.fastq.gz	4	SA-PE-077	mu
ERR458714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458714/ERR458714.fastq.gz	5	SA-PE-077	mu
ERR458715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458715/ERR458715.fastq.gz	6	SA-PE-077	mu
ERR458716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458716/ERR458716.fastq.gz	7	SA-PE-077	mu
ERR458717	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458717/ERR458717.fastq.gz	1	SA-PE-070	mu
ERR458718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458718/ERR458718.fastq.gz	2	SA-PE-070	mu
ERR458719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458719/ERR458719.fastq.gz	3	SA-PE-070	mu
ERR458720	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458720/ERR458720.fastq.gz	4	SA-PE-070	mu
ERR458721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458721/ERR458721.fastq.gz	5	SA-PE-070	mu
ERR458722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458722/ERR458722.fastq.gz	6	SA-PE-070	mu
ERR458723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458723/ERR458723.fastq.gz	7	SA-PE-070	mu
ERR458724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458724/ERR458724.fastq.gz	1	SA-PE-029	mu
ERR458725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458725/ERR458725.fastq.gz	2	SA-PE-029	mu
ERR458726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458726/ERR458726.fastq.gz	3	SA-PE-029	mu
ERR458727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458727/ERR458727.fastq.gz	4	SA-PE-029	mu
ERR458728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458728/ERR458728.fastq.gz	5	SA-PE-029	mu
ERR458729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458729/ERR458729.fastq.gz	6	SA-PE-029	mu
ERR458730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458730/ERR458730.fastq.gz	7	SA-PE-029	mu
ERR458731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458731/ERR458731.fastq.gz	1	SA-PE-014	mu
ERR458732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458732/ERR458732.fastq.gz	2	SA-PE-014	mu
ERR458733	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458733/ERR458733.fastq.gz	3	SA-PE-014	mu
ERR458734	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458734/ERR458734.fastq.gz	4	SA-PE-014	mu
ERR458735	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458735/ERR458735.fastq.gz	5	SA-PE-014	mu
ERR458736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458736/ERR458736.fastq.gz	6	SA-PE-014	mu
ERR458737	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458737/ERR458737.fastq.gz	7	SA-PE-014	mu
ERR458738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458738/ERR458738.fastq.gz	1	SA-PE-060	mu
ERR458739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458739/ERR458739.fastq.gz	2	SA-PE-060	mu
ERR458740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458740/ERR458740.fastq.gz	3	SA-PE-060	mu
ERR458741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458741/ERR458741.fastq.gz	4	SA-PE-060	mu
ERR458742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458742/ERR458742.fastq.gz	5	SA-PE-060	mu
ERR458743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458743/ERR458743.fastq.gz	6	SA-PE-060	mu
ERR458744	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458744/ERR458744.fastq.gz	7	SA-PE-060	mu
ERR458745	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458745/ERR458745.fastq.gz	1	SA-PE-023	mu
ERR458746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458746/ERR458746.fastq.gz	2	SA-PE-023	mu
ERR458747	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458747/ERR458747.fastq.gz	3	SA-PE-023	mu
ERR458748	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458748/ERR458748.fastq.gz	4	SA-PE-023	mu
ERR458749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458749/ERR458749.fastq.gz	5	SA-PE-023	mu
ERR458750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458750/ERR458750.fastq.gz	6	SA-PE-023	mu
ERR458751	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458751/ERR458751.fastq.gz	7	SA-PE-023	mu
ERR458752	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458752/ERR458752.fastq.gz	1	SA-PE-046	mu
ERR458753	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458753/ERR458753.fastq.gz	2	SA-PE-046	mu
ERR458754	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458754/ERR458754.fastq.gz	3	SA-PE-046	mu
ERR458755	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458755/ERR458755.fastq.gz	4	SA-PE-046	mu
ERR458756	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458756/ERR458756.fastq.gz	5	SA-PE-046	mu
ERR458757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458757/ERR458757.fastq.gz	6	SA-PE-046	mu
ERR458758	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458758/ERR458758.fastq.gz	7	SA-PE-046	mu
ERR458759	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458759/ERR458759.fastq.gz	1	SA-PE-006	mu
ERR458760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458760/ERR458760.fastq.gz	2	SA-PE-006	mu
ERR458761	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458761/ERR458761.fastq.gz	3	SA-PE-006	mu
ERR458762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458762/ERR458762.fastq.gz	4	SA-PE-006	mu
ERR458763	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458763/ERR458763.fastq.gz	5	SA-PE-006	mu
ERR458764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458764/ERR458764.fastq.gz	6	SA-PE-006	mu
ERR458765	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458765/ERR458765.fastq.gz	7	SA-PE-006	mu
ERR458766	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458766/ERR458766.fastq.gz	1	SA-PE-019	mu
ERR458767	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458767/ERR458767.fastq.gz	2	SA-PE-019	mu
ERR458768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458768/ERR458768.fastq.gz	3	SA-PE-019	mu
ERR458769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458769/ERR458769.fastq.gz	4	SA-PE-019	mu
ERR458770	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458770/ERR458770.fastq.gz	5	SA-PE-019	mu
ERR458771	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458771/ERR458771.fastq.gz	6	SA-PE-019	mu
ERR458772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458772/ERR458772.fastq.gz	7	SA-PE-019	mu
ERR458773	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458773/ERR458773.fastq.gz	1	SA-PE-012	mu
ERR458774	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458774/ERR458774.fastq.gz	2	SA-PE-012	mu
ERR458775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458775/ERR458775.fastq.gz	3	SA-PE-012	mu
ERR458776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458776/ERR458776.fastq.gz	4	SA-PE-012	mu
ERR458777	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458777/ERR458777.fastq.gz	5	SA-PE-012	mu
ERR458778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458778/ERR458778.fastq.gz	6	SA-PE-012	mu
ERR458779	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458779/ERR458779.fastq.gz	7	SA-PE-012	mu
ERR458780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458780/ERR458780.fastq.gz	1	SA-PE-079	mu
ERR458781	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458781/ERR458781.fastq.gz	2	SA-PE-079	mu
ERR458782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458782/ERR458782.fastq.gz	3	SA-PE-079	mu
ERR458783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458783/ERR458783.fastq.gz	4	SA-PE-079	mu
ERR458784	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458784/ERR458784.fastq.gz	5	SA-PE-079	mu
ERR458785	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458785/ERR458785.fastq.gz	6	SA-PE-079	mu
ERR458786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458786/ERR458786.fastq.gz	7	SA-PE-079	mu
ERR458787	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458787/ERR458787.fastq.gz	1	SA-PE-047	mu
ERR458788	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458788/ERR458788.fastq.gz	2	SA-PE-047	mu
ERR458789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458789/ERR458789.fastq.gz	3	SA-PE-047	mu
ERR458790	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458790/ERR458790.fastq.gz	4	SA-PE-047	mu
ERR458791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458791/ERR458791.fastq.gz	5	SA-PE-047	mu
ERR458792	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458792/ERR458792.fastq.gz	6	SA-PE-047	mu
ERR458793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458793/ERR458793.fastq.gz	7	SA-PE-047	mu
ERR458794	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458794/ERR458794.fastq.gz	1	SA-PE-073	mu
ERR458795	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458795/ERR458795.fastq.gz	2	SA-PE-073	mu
ERR458796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458796/ERR458796.fastq.gz	3	SA-PE-073	mu
ERR458797	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458797/ERR458797.fastq.gz	4	SA-PE-073	mu
ERR458798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458798/ERR458798.fastq.gz	5	SA-PE-073	mu
ERR458799	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458799/ERR458799.fastq.gz	6	SA-PE-073	mu
ERR458800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458800/ERR458800.fastq.gz	7	SA-PE-073	mu
ERR458801	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458801/ERR458801.fastq.gz	1	SA-PE-065	mu
ERR458802	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458802/ERR458802.fastq.gz	2	SA-PE-065	mu
ERR458803	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458803/ERR458803.fastq.gz	3	SA-PE-065	mu
ERR458804	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458804/ERR458804.fastq.gz	4	SA-PE-065	mu
ERR458805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458805/ERR458805.fastq.gz	5	SA-PE-065	mu
ERR458806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458806/ERR458806.fastq.gz	6	SA-PE-065	mu
ERR458807	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458807/ERR458807.fastq.gz	7	SA-PE-065	mu
ERR458808	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458808/ERR458808.fastq.gz	1	SA-PE-086	mu
ERR458809	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458809/ERR458809.fastq.gz	2	SA-PE-086	mu
ERR458810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458810/ERR458810.fastq.gz	3	SA-PE-086	mu
ERR458811	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458811/ERR458811.fastq.gz	4	SA-PE-086	mu
ERR458812	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458812/ERR458812.fastq.gz	5	SA-PE-086	mu
ERR458813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458813/ERR458813.fastq.gz	6	SA-PE-086	mu
ERR458814	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458814/ERR458814.fastq.gz	7	SA-PE-086	mu
ERR458815	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458815/ERR458815.fastq.gz	1	SA-PE-035	mu
ERR458816	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458816/ERR458816.fastq.gz	2	SA-PE-035	mu
ERR458817	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458817/ERR458817.fastq.gz	3	SA-PE-035	mu
ERR458818	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458818/ERR458818.fastq.gz	4	SA-PE-035	mu
ERR458819	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458819/ERR458819.fastq.gz	5	SA-PE-035	mu
ERR458820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458820/ERR458820.fastq.gz	6	SA-PE-035	mu
ERR458821	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458821/ERR458821.fastq.gz	7	SA-PE-035	mu
ERR458822	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458822/ERR458822.fastq.gz	1	SA-PE-056	mu
ERR458823	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458823/ERR458823.fastq.gz	2	SA-PE-056	mu
ERR458824	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458824/ERR458824.fastq.gz	3	SA-PE-056	mu
ERR458825	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458825/ERR458825.fastq.gz	4	SA-PE-056	mu
ERR458826	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458826/ERR458826.fastq.gz	5	SA-PE-056	mu
ERR458827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458827/ERR458827.fastq.gz	6	SA-PE-056	mu
ERR458828	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458828/ERR458828.fastq.gz	7	SA-PE-056	mu
ERR458829	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458829/ERR458829.fastq.gz	1	SA-PE-055	mu
ERR458830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458830/ERR458830.fastq.gz	2	SA-PE-055	mu
ERR458831	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458831/ERR458831.fastq.gz	3	SA-PE-055	mu
ERR458832	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458832/ERR458832.fastq.gz	4	SA-PE-055	mu
ERR458833	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458833/ERR458833.fastq.gz	5	SA-PE-055	mu
ERR458834	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458834/ERR458834.fastq.gz	6	SA-PE-055	mu
ERR458835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458835/ERR458835.fastq.gz	7	SA-PE-055	mu
ERR458878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458878/ERR458878.fastq.gz	1	SA-PE-050	wt
ERR458879	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458879/ERR458879.fastq.gz	2	SA-PE-050	wt
ERR458880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458880/ERR458880.fastq.gz	3	SA-PE-050	wt
ERR458881	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458881/ERR458881.fastq.gz	4	SA-PE-050	wt
ERR458882	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458882/ERR458882.fastq.gz	5	SA-PE-050	wt
ERR458883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458883/ERR458883.fastq.gz	6	SA-PE-050	wt
ERR458884	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458884/ERR458884.fastq.gz	7	SA-PE-050	wt
ERR458885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458885/ERR458885.fastq.gz	1	SA-PE-051	wt
ERR458886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458886/ERR458886.fastq.gz	2	SA-PE-051	wt
ERR458887	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458887/ERR458887.fastq.gz	3	SA-PE-051	wt
ERR458888	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458888/ERR458888.fastq.gz	4	SA-PE-051	wt
ERR458889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458889/ERR458889.fastq.gz	5	SA-PE-051	wt
ERR458890	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458890/ERR458890.fastq.gz	6	SA-PE-051	wt
ERR458891	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458891/ERR458891.fastq.gz	7	SA-PE-051	wt
ERR458892	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458892/ERR458892.fastq.gz	1	SA-PE-058	wt
ERR458893	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458893/ERR458893.fastq.gz	2	SA-PE-058	wt
ERR458894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458894/ERR458894.fastq.gz	3	SA-PE-058	wt
ERR458895	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458895/ERR458895.fastq.gz	4	SA-PE-058	wt
ERR458896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458896/ERR458896.fastq.gz	5	SA-PE-058	wt
ERR458897	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458897/ERR458897.fastq.gz	6	SA-PE-058	wt
ERR458898	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458898/ERR458898.fastq.gz	7	SA-PE-058	wt
ERR458899	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458899/ERR458899.fastq.gz	1	SA-PE-093	wt
ERR458900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458900/ERR458900.fastq.gz	2	SA-PE-093	wt
ERR458901	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458901/ERR458901.fastq.gz	3	SA-PE-093	wt
ERR458902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458902/ERR458902.fastq.gz	4	SA-PE-093	wt
ERR458903	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458903/ERR458903.fastq.gz	5	SA-PE-093	wt
ERR458904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458904/ERR458904.fastq.gz	6	SA-PE-093	wt
ERR458905	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458905/ERR458905.fastq.gz	7	SA-PE-093	wt
ERR458906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458906/ERR458906.fastq.gz	1	SA-PE-030	wt
ERR458907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458907/ERR458907.fastq.gz	2	SA-PE-030	wt
ERR458908	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458908/ERR458908.fastq.gz	3	SA-PE-030	wt
ERR458909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458909/ERR458909.fastq.gz	4	SA-PE-030	wt
ERR458910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458910/ERR458910.fastq.gz	5	SA-PE-030	wt
ERR458911	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458911/ERR458911.fastq.gz	6	SA-PE-030	wt
ERR458912	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458912/ERR458912.fastq.gz	7	SA-PE-030	wt
ERR458913	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458913/ERR458913.fastq.gz	1	SA-PE-024	wt
ERR458914	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458914/ERR458914.fastq.gz	2	SA-PE-024	wt
ERR458915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458915/ERR458915.fastq.gz	3	SA-PE-024	wt
ERR458916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458916/ERR458916.fastq.gz	4	SA-PE-024	wt
ERR458917	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458917/ERR458917.fastq.gz	5	SA-PE-024	wt
ERR458918	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458918/ERR458918.fastq.gz	6	SA-PE-024	wt
ERR458919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458919/ERR458919.fastq.gz	7	SA-PE-024	wt
ERR458920	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458920/ERR458920.fastq.gz	1	SA-PE-020	wt
ERR458921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458921/ERR458921.fastq.gz	2	SA-PE-020	wt
ERR458922	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458922/ERR458922.fastq.gz	3	SA-PE-020	wt
ERR458923	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458923/ERR458923.fastq.gz	4	SA-PE-020	wt
ERR458924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458924/ERR458924.fastq.gz	5	SA-PE-020	wt
ERR458925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458925/ERR458925.fastq.gz	6	SA-PE-020	wt
ERR458926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458926/ERR458926.fastq.gz	7	SA-PE-020	wt
ERR458927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458927/ERR458927.fastq.gz	1	SA-PE-091	wt
ERR458928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458928/ERR458928.fastq.gz	2	SA-PE-091	wt
ERR458929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458929/ERR458929.fastq.gz	3	SA-PE-091	wt
ERR458930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458930/ERR458930.fastq.gz	4	SA-PE-091	wt
ERR458931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458931/ERR458931.fastq.gz	5	SA-PE-091	wt
ERR458932	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458932/ERR458932.fastq.gz	6	SA-PE-091	wt
ERR458933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458933/ERR458933.fastq.gz	7	SA-PE-091	wt
ERR458934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458934/ERR458934.fastq.gz	1	SA-PE-037	wt
ERR458935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458935/ERR458935.fastq.gz	2	SA-PE-037	wt
ERR458936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458936/ERR458936.fastq.gz	3	SA-PE-037	wt
ERR458937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458937/ERR458937.fastq.gz	4	SA-PE-037	wt
ERR458938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458938/ERR458938.fastq.gz	5	SA-PE-037	wt
ERR458939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458939/ERR458939.fastq.gz	6	SA-PE-037	wt
ERR458940	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458940/ERR458940.fastq.gz	7	SA-PE-037	wt
ERR458941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458941/ERR458941.fastq.gz	1	SA-PE-054	wt
ERR458942	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458942/ERR458942.fastq.gz	2	SA-PE-054	wt
ERR458943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458943/ERR458943.fastq.gz	3	SA-PE-054	wt
ERR458944	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458944/ERR458944.fastq.gz	4	SA-PE-054	wt
